event_date,disease,province,country,cases,trend_score,metric_type,source_type,source_name,source_url,raw_text,collected_at,confidence
2025-10-26,Sốt xuất huyết,TP. Hồ Chí Minh,Vietnam,2200.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-tren-dia-ban-tp-ho-chi-minh-tinh-den-tuan-432025-qBMNXA.html,"Hồ Chí Minh ghi nhận 2.200 trường hợp mắc bệnh sốt xuất huyết, giảm 3,7% so với trung bình 4 tuần trước.",2026-05-22 17:35:16,0.9
2025-10-26,Sốt xuất huyết,TP. Hồ Chí Minh,Vietnam,48053.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-tren-dia-ban-tp-ho-chi-minh-tinh-den-tuan-432025-qBMNXA.html,Tổng số ca sốt xuất huyết tích lũy từ đầu năm 2025 đến tuần 43 là 48.053 ca.,2026-05-22 17:35:16,0.9
2025-10-26,Tay chân miệng,TP. Hồ Chí Minh,Vietnam,978.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-tren-dia-ban-tp-ho-chi-minh-tinh-den-tuan-432025-qBMNXA.html,"Hồ Chí Minh cũng ghi nhận 978 trường hợp mắc bệnh tay chân miệng, tăng 9,2% so với trung bình 4 tuần trước.",2026-05-22 17:35:16,0.9
2025-10-26,Tay chân miệng,TP. Hồ Chí Minh,Vietnam,26486.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-tren-dia-ban-tp-ho-chi-minh-tinh-den-tuan-432025-qBMNXA.html,Tổng số ca tay chân miệng tích lũy từ đầu năm 2025 đến tuần 43 là 26.486 ca.,2026-05-22 17:35:16,0.9
2025-01-05,Sốt xuất huyết,TP. Hồ Chí Minh,Vietnam,473.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-12025-F4VQUi.html,"Hồ Chí Minh ghi nhận 473 trường hợp mắc bệnh sốt xuất huyết, giảm 28,3% so với trung bình 4 tuần trước.",2026-05-22 17:35:16,0.9
2025-01-05,Sốt xuất huyết,TP. Hồ Chí Minh,Vietnam,473.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-12025-F4VQUi.html,Tổng số ca sốt xuất huyết tích lũy từ đầu năm 2025 đến tuần 1 là 473 ca.,2026-05-22 17:35:16,0.9
2025-01-05,Tay chân miệng,TP. Hồ Chí Minh,Vietnam,131.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-12025-F4VQUi.html,"Hồ Chí Minh cũng ghi nhận 131 trường hợp mắc bệnh tay chân miệng, giảm 36,8% so với trung bình 4 tuần trước.",2026-05-22 17:35:16,0.9
2025-01-05,Tay chân miệng,TP. Hồ Chí Minh,Vietnam,131.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-12025-F4VQUi.html,Tổng số ca tay chân miệng tích lũy từ đầu năm 2025 đến tuần 1 là 131 ca.,2026-05-22 17:35:16,0.9
2025-01-05,Sởi,TP. Hồ Chí Minh,Vietnam,451.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-12025-F4VQUi.html,"Hồ Chí Minh ghi nhận 451 ca sởi, tăng 14,1% so với trung bình 4 tuần trước.",2026-05-22 17:35:16,0.9
2025-01-05,Sởi,TP. Hồ Chí Minh,Vietnam,4494.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-12025-F4VQUi.html,Tổng số ca sởi tích lũy đến tuần 1/2025 là 4.494 ca.,2026-05-22 17:35:16,0.9
2024-08-11,Tay chân miệng,TP. Hồ Chí Minh,Vietnam,368.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-322024-39XFah.html,"Hồ Chí Minh ghi nhận 368 trường hợp mắc bệnh tay chân miệng, giảm 13,6% so với trung bình 4 tuần trước.",2026-05-22 17:35:16,0.9
2024-08-11,Tay chân miệng,TP. Hồ Chí Minh,Vietnam,9866.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-322024-39XFah.html,Tổng số ca tay chân miệng tích lũy từ đầu năm 2024 đến tuần 32 là 9.866 ca.,2026-05-22 17:35:16,0.9
2024-08-11,Sốt xuất huyết,TP. Hồ Chí Minh,Vietnam,272.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-322024-39XFah.html,"Hồ Chí Minh cũng ghi nhận 272 trường hợp mắc bệnh sốt xuất huyết, tăng 18,8% so với trung bình 4 tuần trước.",2026-05-22 17:35:16,0.9
2024-08-11,Sốt xuất huyết,TP. Hồ Chí Minh,Vietnam,5434.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-322024-39XFah.html,Tổng số ca sốt xuất huyết tích lũy từ đầu năm 2024 đến tuần 32 là 5.434 ca.,2026-05-22 17:35:16,0.9
2024-08-11,Sởi,TP. Hồ Chí Minh,Vietnam,25.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-322024-39XFah.html,Tuần 32 ghi nhận 25 ca sởi xác định.,2026-05-22 17:35:16,0.9
2024-08-11,Sởi,TP. Hồ Chí Minh,Vietnam,153.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-322024-39XFah.html,Số ca sởi tích lũy từ đầu năm đến tuần 32 là 153 ca.,2026-05-22 17:35:16,0.9
2024-10-06,Tay chân miệng,TP. Hồ Chí Minh,Vietnam,437.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-402024-KPVzGn.html,"Hồ Chí Minh ghi nhận 437 trường hợp mắc bệnh tay chân miệng, tăng 23,4% so với trung bình 4 tuần trước.",2026-05-22 17:35:16,0.9
2024-10-06,Tay chân miệng,TP. Hồ Chí Minh,Vietnam,12733.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-402024-KPVzGn.html,Tổng số ca tay chân miệng tích lũy từ đầu năm 2024 đến tuần 39 là 12.733 ca.,2026-05-22 17:35:16,0.9
2024-10-06,Sốt xuất huyết,TP. Hồ Chí Minh,Vietnam,411.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-402024-KPVzGn.html,"Hồ Chí Minh cũng ghi nhận 411 trường hợp mắc bệnh sốt xuất huyết, tăng 19,3% so với trung bình 4 tuần trước.",2026-05-22 17:35:16,0.9
2024-10-06,Sốt xuất huyết,TP. Hồ Chí Minh,Vietnam,8198.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-402024-KPVzGn.html,Tổng số ca sốt xuất huyết tích lũy từ đầu năm 2024 đến tuần 40 là 8.198 ca.,2026-05-22 17:35:16,0.9
2024-10-06,Sởi,TP. Hồ Chí Minh,Vietnam,141.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-402024-KPVzGn.html,"Hồ Chí Minh ghi nhận 141 ca sởi, tăng 60,2% so với trung bình 4 tuần trước.",2026-05-22 17:35:16,0.9
2024-10-06,Sởi,TP. Hồ Chí Minh,Vietnam,967.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-tay-chan-mieng-va-soi-tai-tp-ho-chi-minh-tinh-den-tuan-402024-KPVzGn.html,Tổng số ca sởi tích lũy từ đầu năm 2024 đến tuần 40 là 967 ca.,2026-05-22 17:35:16,0.9
2024-01-14,Tay chân miệng,TP. Hồ Chí Minh,Vietnam,228.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-va-tay-chan-mieng-tai-tp-ho-chi-minh-tinh-den-tuan-22024-83WVIT.html,"Hồ Chí Minh ghi nhận 228 trường hợp mắc bệnh tay chân miệng, giảm 40% so với trung bình 4 tuần trước.",2026-05-22 17:35:17,0.9
2024-01-14,Tay chân miệng,TP. Hồ Chí Minh,Vietnam,494.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-va-tay-chan-mieng-tai-tp-ho-chi-minh-tinh-den-tuan-22024-83WVIT.html,Tổng số ca tay chân miệng tích lũy từ đầu năm 2024 đến tuần 2 là 494 ca.,2026-05-22 17:35:17,0.9
2024-01-14,Sốt xuất huyết,TP. Hồ Chí Minh,Vietnam,225.0,,weekly,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-va-tay-chan-mieng-tai-tp-ho-chi-minh-tinh-den-tuan-22024-83WVIT.html,"Hồ Chí Minh cũng ghi nhận 225 trường hợp mắc bệnh sốt xuất huyết, giảm 36,0% so với trung bình 4 tuần trước.",2026-05-22 17:35:17,0.9
2024-01-14,Sốt xuất huyết,TP. Hồ Chí Minh,Vietnam,527.0,,cumulative,hcdc,HCDC,https://hcdc.vn/tinh-hinh-dich-benh-sot-xuat-huyet-va-tay-chan-mieng-tai-tp-ho-chi-minh-tinh-den-tuan-22024-83WVIT.html,Tổng số ca sốt xuất huyết tích lũy từ đầu năm 2024 đến tuần 2 là 527 ca.,2026-05-22 17:35:17,0.9
2026-05-22,Tay chân miệng,TP. Hồ Chí Minh,Vietnam,16.0,,unknown,hcdc,HCDC,https://hcdc.vn/ttyt-khu-vuc-ho-tram-giam-sat-hoat-dong-phong-chong-dich-benh-tay-chan-mieng-tai-truong-mam-non-Gfdu95.html,"Tình hình dịch bệnh tay chân miệng tại trường mầm non Trong số 12 trường được giám sát, ghi nhận 08 trường có ổ dịch tay chân miệng với tổng cộng 16 ca mắc được báo cáo có các triệu chứng sốt, đau họng, chán ăn, loét miệng, nổi ban phỏng nước ở tay, chân.",2026-05-22 17:35:17,0.9
2026-05-22,Tay chân miệng,TP. Hồ Chí Minh,Vietnam,28.0,,cumulative,hcdc,HCDC,https://hcdc.vn/xa-thuong-tan-trien-khai-quyet-liet-cac-bien-phap-phong-chong-benh-tay-chan-mieng-trong-truong-hoc-zymZY0.html,"Từ đầu năm đến nay, xã Thường Tân ghi nhận 28 ca mắc và 4 ổ dịch tay chân miệng.",2026-05-22 17:35:17,0.9
2026-05-22,Dại,Hà Nội,Vietnam,30.0,,reported_in_news,news,VnExpress RSS,https://vnexpress.net/ep-cha-me-tiem-vaccine-dai-5076543.html,,2026-05-22 17:29:23,0.6
2024-12-31,Bệnh Lao,,Vietnam,184000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2023-12-31,Bệnh Lao,,Vietnam,185000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2022-12-31,Bệnh Lao,,Vietnam,177000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2021-12-31,Bệnh Lao,,Vietnam,169000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2020-12-31,Bệnh Lao,,Vietnam,168000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2019-12-31,Bệnh Lao,,Vietnam,171000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2018-12-31,Bệnh Lao,,Vietnam,175000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2017-12-31,Bệnh Lao,,Vietnam,179000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2016-12-31,Bệnh Lao,,Vietnam,182000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2015-12-31,Bệnh Lao,,Vietnam,185000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2014-12-31,Bệnh Lao,,Vietnam,188000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2013-12-31,Bệnh Lao,,Vietnam,192000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2012-12-31,Bệnh Lao,,Vietnam,195000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2011-12-31,Bệnh Lao,,Vietnam,199000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2010-12-31,Bệnh Lao,,Vietnam,202000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2009-12-31,Bệnh Lao,,Vietnam,206000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2008-12-31,Bệnh Lao,,Vietnam,209000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2007-12-31,Bệnh Lao,,Vietnam,212000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2006-12-31,Bệnh Lao,,Vietnam,213000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2005-12-31,Bệnh Lao,,Vietnam,216000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2004-12-31,Bệnh Lao,,Vietnam,219000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2003-12-31,Bệnh Lao,,Vietnam,221000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2002-12-31,Bệnh Lao,,Vietnam,224000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2001-12-31,Bệnh Lao,,Vietnam,226000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2000-12-31,Bệnh Lao,,Vietnam,229000.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2024-12-31,Sốt rét,,Vietnam,11.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2023-12-31,Sốt rét,,Vietnam,56.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2022-12-31,Sốt rét,,Vietnam,2.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2021-12-31,Sốt rét,,Vietnam,6.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2020-12-31,Sốt rét,,Vietnam,237.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2019-12-31,Sốt rét,,Vietnam,53.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2018-12-31,Sốt rét,,Vietnam,13.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2017-12-31,Sốt rét,,Vietnam,21.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2016-12-31,Sốt rét,,Vietnam,13.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2015-12-31,Sốt rét,,Vietnam,15.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2014-12-31,Sốt rét,,Vietnam,16.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2013-12-31,Sốt rét,,Vietnam,11.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2012-12-31,Sốt rét,,Vietnam,12.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2011-12-31,Sốt rét,,Vietnam,13.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2010-12-31,Sốt rét,,Vietnam,6.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2009-12-31,Sốt rét,,Vietnam,8.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2008-12-31,Sốt rét,,Vietnam,17.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2007-12-31,Sốt rét,,Vietnam,32.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2006-12-31,Sốt rét,,Vietnam,25.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2005-12-31,Sốt rét,,Vietnam,36.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2004-12-31,Sốt rét,,Vietnam,49.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2003-12-31,Sốt rét,,Vietnam,105.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2002-12-31,Sốt rét,,Vietnam,105.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2001-12-31,Sốt rét,,Vietnam,133.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
2000-12-31,Sốt rét,,Vietnam,113.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1999-12-31,Sốt rét,,Vietnam,81.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1998-12-31,Sốt rét,,Vietnam,130.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1997-12-31,Sốt rét,,Vietnam,152.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1996-12-31,Sốt rét,,Vietnam,143.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1995-12-31,Sốt rét,,Vietnam,167.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1994-12-31,Sốt rét,,Vietnam,166.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1993-12-31,Sốt rét,,Vietnam,167.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1992-12-31,Sốt rét,,Vietnam,497.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1991-12-31,Sốt rét,,Vietnam,511.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1990-12-31,Sốt rét,,Vietnam,509.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1989-12-31,Sốt rét,,Vietnam,639.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1988-12-31,Sốt rét,,Vietnam,983.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1987-12-31,Sốt rét,,Vietnam,1827.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1986-12-31,Sốt rét,,Vietnam,1974.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1985-12-31,Sốt rét,,Vietnam,2361.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1984-12-31,Sốt rét,,Vietnam,2389.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
1983-12-31,Sốt rét,,Vietnam,3487.0,,annual,who,WHO GHO API,https://www.who.int/data/gho/info/gho-odata-api,,2026-05-23 09:33:54,0.95
